Employee ID_recipient,Employee ID_adviser,go to reason,advice area count,energy level,Employment Type_recipient,Position Title_recipient,Date in service_recipient,On Site Frequency_recipient,Business Unit level 1_recipient,Business Unit level 2_recipient,Employment Type_adviser,Position Title_adviser,Date in service_adviser,On Site Frequency_adviser,Business Unit level 1_adviser,Business Unit level 2_adviser
2003112,2002939,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,Product Sourcing Analyst II,2020-11-30,Hybrid,Brand 2,Product Merchandising - Brand 2
3029366,2003136,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Hourly,Customer Service Representative 3,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2
2002724,3020739,"Technical
Expertise",1,Goes up,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
2002936,2003180,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2019-08-20,Hybrid,Brand 2,Customer Service - Brand 2
2003112,2003209,"Technical
Expertise",1,Goes up,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
3029366,2003157,"Navigating
Change,Delivering to
Customers",2,Goes up sharply,Hourly,Customer Service Representative 3,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
2003109,2002893,"Delivering to
Customers",1,Stays about the same,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2
2002936,2002210,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2018-09-11,Hybrid,Brand 2,Customer Service - Brand 2
3025972,2003173,"Technical
Expertise",1,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
2002910,2002893,"Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",4,Goes up sharply,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2
2002435,2003199,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
2003112,2003191,"Financial
Resources",1,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
3029366,2003180,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Hourly,Customer Service Representative 3,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2019-08-20,Hybrid,Brand 2,Customer Service - Brand 2
3025972,3020739,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
2002252,2003136,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 3,2017-07-25,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2
2003112,2003036,"Financial
Resources,Navigating
Change,Career
Development",3,Goes up,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
3020739,2002599,"Navigating
Change",1,Stays about the same,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,"Director, Quality",2018-06-04,Site Critical,Operations,Manufacturing-Brand 1
2003148,3028421,"Technical
Expertise",1,Goes up,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2,Hourly,Office Administrator 2,2022-09-26,Site Critical,Operations,Environmental Health & Safety
2002910,2003199,"Delivering to
Customers",1,Goes up sharply,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
2002435,2003109,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2
2003112,3025972,"Delivering to
Customers",1,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2
2002724,2003109,"Navigating
Change,Technical
Expertise",2,Stays about the same,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2
2003112,2003155,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2
2003137,2001289,"Delivering to
Customers",1,Stays about the same,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Client Services Specialist II,2012-03-15,Hybrid,Operations,Manufacturing-Brand 1
2002252,2002910,"Delivering to
Customers,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 3,2017-07-25,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2
2002936,2003193,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2003199,2002724,"Navigating
Change,Delivering to
Customers",2,Goes up,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2
2003136,2002724,"Navigating
Change,Delivering to
Customers",2,Stays about the same,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2
3004874,2002910,"Delivering to
Customers,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 3,2022-09-12,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2
2003109,2002910,"Delivering to
Customers",1,Goes up,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2
3025972,2003137,"Technical
Expertise",1,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2
2002435,2002724,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2
3004874,3023646,"Technical
Expertise",1,Goes up,Hourly,Customer Service Representative 3,2022-09-12,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
2002435,2002910,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2
3029366,2002936,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Hourly,Customer Service Representative 3,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2002210,2002936,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 4,2018-09-11,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2002724,2002910,"Technical
Expertise",1,Stays about the same,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2
2002435,2002210,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2018-09-11,Hybrid,Brand 2,Customer Service - Brand 2
2003112,2003137,"Delivering to
Customers",1,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2
2003109,3023646,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
2002252,2002724,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 3,2017-07-25,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2
3004874,3021784,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 3,2022-09-12,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 3,2022-05-09,Fully Remote,Brand 2,Customer Service - Brand 2
3025972,3029349,"Technical
Expertise",1,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Hourly,Customer Service Representative 4,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2
2002210,2003180,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 4,2018-09-11,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2019-08-20,Hybrid,Brand 2,Customer Service - Brand 2
2002724,2002893,,0,Stays about the same,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2
